CourseNumber,CourseTitle,CourseDescription,CourseDepartment
GLBL 691H,Honors in Global Studies,Permission of the instructor. Preparation for writing the honors thesis.,GLOBAL STUDIES
GLBL 692H,Honors in Global Studies,Permission of the instructor. Completion of the honors thesis and an oral examination of the thesis.,GLOBAL STUDIES
GLBL 700,Introduction to Research and Theory in Global Studies,"Global studies examines world systems, transnational processes, and global-local interactions from a multi-disciplinary perspective. This course will introduce students to current interdisciplinary theoretical approaches to global studies and examine the primary topics of contemporary research relating to the rise of a complex but increasingly integrated world society.",GLOBAL STUDIES
GLBL 701,Political Economy of Development,"Presents foundational theories, concepts, and empirical research regarding the political economy of development. In content, course will define this topic broadly, from considering the political and economic dynamics of the international community (e.g., aid) as well as the intersection of economics and politics in comparative perspective (e.g., democratization and development).",GLOBAL STUDIES
GLBL 702,"Global Politics, Institutions, and Societies","This course will address global governance and global public policy; interactions among states, international organizations, businesses, social movements, and NGOs. It addresses the diffusion and promotion of democracy and other norms and the interactions between political institutions and social cleavages. Students with this concentration must take one appropriate methodology class.",GLOBAL STUDIES
GLBL 703,Global Migration and Labor Rights,"The course will focus on the interactions of migration, labor rights, human rights, economics, health disparities, and cross-border tensions. Students with this concentration will also take at least one appropriate disciplinary methodology class.",GLOBAL STUDIES
GLBL 710,Monitoring and Evaluation for Peacebuilding Interventions,"This introductory course offers a review of the core concepts, skills and practical steps in monitoring and evaluation of coexistence and peacebuilding interventions. The course will stress participatory methods in monitoring and evaluation, in which multiple stakeholders are involved in the process of planning, collecting, interpreting, synthesizing, and using information. The course will feature case studies, proposals, and organizational evaluation plans and reports.",GLOBAL STUDIES
GLBL 730,Identities and Transitions,Capstone course for the REEES concentration in the Global Studies MA program. Interdisciplinary course focusing on the variety of problems encountered by the societies of East European countries and successor states of the former Soviet Union in their transition from communism to democracy.,GLOBAL STUDIES
GLBL 750,Quantitative and Qualitative Methods for Social Sciences and Policy Research,"This course presents an introduction to qualitative and quantitative research methods. It addresses the theoretical, ethical, and practical aspects of conducting research in local and  global contexts. Students will learn how to collect and analyze empirical information from multiple sources such as interviews, focus groups, written records, and surveys. Students will develop the skills necessary to understand and critique the methods of evaluation in others' work.",GLOBAL STUDIES
GLBL 890,Special Topics in Global Studies,Instructors and topics vary from semester to semester.,GLOBAL STUDIES
GLBL 893,Global Studies Internship and Field Experience,Students may earn academic credit toward degree requirements for completion of an internship or other field experience. Internship and work load must be approved by the Director of Graduate Studies. Specific guidelines must be followed earn academic credit.,GLOBAL STUDIES
GLBL 896,Independent Reading and Research,Permission of the instructor. Reading and research on special topics in global studies.,GLOBAL STUDIES
GLBL 992,Master's (Non-Thesis),Master's thesis substitute paper; permission of the instructor required.,GLOBAL STUDIES
GLBL 993,Master's Research and Thesis,No information available for this course,GLOBAL STUDIES
GOVT 660,Municipal Administration,"This course covers municipal government organization and management, finance, personnel, planning and economic development, and the administration of specific municipal functions.",GOVERNMENT
GOVT 661,County Administration,"This course covers county government organization and management, finance, personnel, planning, and economic development, and the administration of specific municipal functions.",GOVERNMENT
GOVT 662,Information Technology Project Management and Leadership,Examines the public sector environment as it relates to information technology development. Special attention focused on the complex environment and its influence on information technology-based solutions.,GOVERNMENT
GOVT 663,Public Executive Leadership Academy,The Public Executive Leadership Academy is designed for North Carolina city and county managers to understand themselves as leaders and to prepare the organization to work with others in improving the quality of life within the community.,GOVERNMENT
GOVT 664,Chief Information Office Certification Program,The CIO Certification Program is designed for chief information officers of local governments in North Carolina. The course lays the foundation for addressing the most critical issues facing IT leadership in local government and equips leaders with tools to manage and improve their organizational assets.,GOVERNMENT
GOVT 772,Local Government in North Carolina,"The purpose of this course is to familiarize students with the purpose, structure, and function of local governments in North Carolina. At the course's conclusion, students should be able to identify and discuss the operation and governance structure of North Carolina counties and municipalities. Moreover, students should develop a reasonably comprehensive framework to analyze and understand the legal, cultural, and political environments of the various regions throughout the state. Lead for North Carolina Participants Only.",GOVERNMENT
GRAD 705,Responsible Conduct of Research,"This course will explore ethical issues in research, including rigorous and reproducible experimental design; misconduct, plagiarism, and data falsification; data management and ownership; responsibility, and criteria for authorship; peer review of manuscripts and grants; definition and management of conflicts of interest; faculty/graduate student interactions; intellectual property and commercialization; and appropriate design and implementation of research with animals and humans. Each lecture will be followed by student-lead case discussion to illustrate principles addressed in the lecture.",GRADUATE STUDIES
